id,source_pattern,target_pattern,source_patterns,target_patterns,slot_types,scene,intent,priority,transform_pipeline,constraints,identity_structure,example_source,example_target,notes,review_status,provenance
FTPL-017,我找不到{item:item}。,我搵唔到{item}。,"[""我找不到{item:item}。""]","[""我搵唔到{item}。""]","[""item""]",basic,lost_item,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,我找不到手机。,我搵唔到手機。,Replaces expanded phrase frame 017; old rows=50.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-018,{item:item}在哪里？,{item}喺邊度呀？,"[""{item:item}在哪里？""]","[""{item}喺邊度呀？""]","[""item""]",basic,item_location,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,手机在哪里？,手機喺邊度呀？,Replaces expanded phrase frame 018; old rows=50.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-019,请把{item:item}给我。,唔該畀{item}我。,"[""请把{item:item}给我。""]","[""唔該畀{item}我。""]","[""item""]",basic,give_item,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,请把手机给我。,唔該畀手機我。,Replaces expanded phrase frame 019; old rows=50.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-020,这是{person:person}的{item:item}。,呢個係{person}嘅{item}。,"[""这是{person:person}的{item:item}。""]","[""呢個係{person}嘅{item}。""]","[""person"",""item""]",basic,possession,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,这是我的手机。,呢個係我嘅手機。,Replaces expanded phrase frame 020; old rows=120.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-021,我要一份{food:food}。,我要一份{food}。,"[""我要一份{food:food}。""]","[""我要一份{food}。""]","[""food""]",dining,order_food,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",true,我要一份米饭。,我要一份白飯。,Replaces expanded phrase frame 021; old rows=12.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-022,我要一杯{drink_plain:drink_plain}。,我要一杯{drink_plain}。,"[""我要一杯{drink_plain:drink_plain}。""]","[""我要一杯{drink_plain}。""]","[""drink_plain""]",dining,order_drink,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",true,我要一杯水。,我要一杯水。,Replaces expanded phrase frame 022; old rows=2.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-023,请给我{food:food}。,唔該畀份{food}我。,"[""请给我{food:food}。""]","[""唔該畀份{food}我。""]","[""food""]",dining,order_request,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,请给我米饭。,唔該畀份白飯我。,Replaces expanded phrase frame 023; old rows=50.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-024,请给我{drink_plain:drink_plain}。,唔該畀{drink_plain}我。,"[""请给我{drink_plain:drink_plain}。""]","[""唔該畀{drink_plain}我。""]","[""drink_plain""]",dining,order_request,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,请给我水。,唔該畀水我。,Replaces expanded phrase frame 024; old rows=19.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-025,有没有{food:food}？,有冇{food}呀？,"[""有没有{food:food}？""]","[""有冇{food}呀？""]","[""food""]",dining,availability,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,有没有米饭？,有冇白飯呀？,Replaces expanded phrase frame 025; old rows=50.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-026,有没有{drink_plain:drink_plain}？,有冇{drink_plain}呀？,"[""有没有{drink_plain:drink_plain}？""]","[""有冇{drink_plain}呀？""]","[""drink_plain""]",dining,availability,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,有没有水？,有冇水呀？,Replaces expanded phrase frame 026; old rows=19.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-027,我不吃{ingredient:ingredient}。,我唔食{ingredient}。,"[""我不吃{ingredient:ingredient}。""]","[""我唔食{ingredient}。""]","[""ingredient""]",dining,dietary_restriction,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,我不吃糖。,我唔食糖。,Replaces expanded phrase frame 027; old rows=20.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-028,我对{ingredient:ingredient}过敏。,我對{ingredient}敏感。,"[""我对{ingredient:ingredient}过敏。""]","[""我對{ingredient}敏感。""]","[""ingredient""]",dining,allergy,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,我对糖过敏。,我對糖敏感。,Replaces expanded phrase frame 028; old rows=19.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-029,请不要放{ingredient:ingredient}。,唔該唔好落{ingredient}。,"[""请不要放{ingredient:ingredient}。""]","[""唔該唔好落{ingredient}。""]","[""ingredient""]",dining,remove_ingredient,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,请不要放糖。,唔該唔好落糖。,Replaces expanded phrase frame 029; old rows=20.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-030,{food:food}不要放{ingredient:ingredient}。,{food}唔好落{ingredient}。,"[""{food:food}不要放{ingredient:ingredient}。""]","[""{food}唔好落{ingredient}。""]","[""food"",""ingredient""]",dining,custom_order,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,米饭不要放糖。,白飯唔好落糖。,Replaces expanded phrase frame 030; old rows=160.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-031,{drink_customizable:drink_customizable}少一点{drink_additive:drink_additive}。,{drink_customizable}少啲{drink_additive}。,"[""{drink_customizable:drink_customizable}少一点{drink_additive:drink_additive}。""]","[""{drink_customizable}少啲{drink_additive}。""]","[""drink_customizable"",""drink_additive""]",dining,custom_drink,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,水少一点糖。,水少啲糖。,Replaces expanded phrase frame 031; old rows=48.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-032,这个{food:food}好吃吗？,呢份{food}好唔好食呀？,"[""这个{food:food}好吃吗？""]","[""呢份{food}好唔好食呀？""]","[""food""]",dining,quality_question,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,这个米饭好吃吗？,呢份白飯好唔好食呀？,Replaces expanded phrase frame 032; old rows=50.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-033,{food:food}什么时候上？,{food}幾時上呀？,"[""{food:food}什么时候上？""]","[""{food}幾時上呀？""]","[""food""]",dining,order_status,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,米饭什么时候上？,白飯幾時上呀？,Replaces expanded phrase frame 033; old rows=50.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-034,我点的{food:food}还没来。,我嗌嘅{food}仲未嚟。,"[""我点的{food:food}还没来。""]","[""我嗌嘅{food}仲未嚟。""]","[""food""]",dining,missing_order,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,我点的米饭还没来。,我嗌嘅白飯仲未嚟。,Replaces expanded phrase frame 034; old rows=50.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-035,请再给我一份{food:food}。,唔該再畀一份{food}我。,"[""请再给我一份{food:food}。""]","[""唔該再畀一份{food}我。""]","[""food""]",dining,repeat_order,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,请再给我一份米饭。,唔該再畀一份白飯我。,Replaces expanded phrase frame 035; old rows=50.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-036,请再给我一杯{drink_plain:drink_plain}。,唔該再畀一杯{drink_plain}我。,"[""请再给我一杯{drink_plain:drink_plain}。""]","[""唔該再畀一杯{drink_plain}我。""]","[""drink_plain""]",dining,repeat_order,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,请再给我一杯水。,唔該再畀一杯水我。,Replaces expanded phrase frame 036; old rows=19.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-037,这个{food:food}可以打包吗？,呢份{food}可唔可以拎走呀？,"[""这个{food:food}可以打包吗？""]","[""呢份{food}可唔可以拎走呀？""]","[""food""]",dining,takeaway,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,这个米饭可以打包吗？,呢份白飯可唔可以拎走呀？,Replaces expanded phrase frame 037; old rows=50.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-038,请把{food:food}分开装。,唔該將{food}分開裝。,"[""请把{food:food}分开装。""]","[""唔該將{food}分開裝。""]","[""food""]",dining,packing_request,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,请把米饭分开装。,唔該將白飯分開裝。,Replaces expanded phrase frame 038; old rows=50.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-039,我想换成{food:food}。,我想轉做{food}。,"[""我想换成{food:food}。""]","[""我想轉做{food}。""]","[""food""]",dining,change_order,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,我想换成米饭。,我想轉做白飯。,Replaces expanded phrase frame 039; old rows=50.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-040,这里可以点{food:food}吗？,呢度可唔可以嗌{food}呀？,"[""这里可以点{food:food}吗？""]","[""呢度可唔可以嗌{food}呀？""]","[""food""]",dining,menu_question,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,这里可以点米饭吗？,呢度可唔可以嗌白飯呀？,Replaces expanded phrase frame 040; old rows=50.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-041,我想买{product_item:product_item}。,我想買{product_item}。,"[""我想买{product_item:product_item}。""]","[""我想買{product_item}。""]","[""product_item""]",shopping,buy_item,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,我想买手机。,我想買手機。,Replaces expanded phrase frame 041; old rows=10.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-042,你们有没有{product_item:product_item}？,你哋有冇{product_item}呀？,"[""你们有没有{product_item:product_item}？""]","[""你哋有冇{product_item}呀？""]","[""product_item""]",shopping,availability,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,你们有没有手机？,你哋有冇手機呀？,Replaces expanded phrase frame 042; old rows=34.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-043,这个{product_item:product_item}多少钱？,呢個{product_item}幾多錢呀？,"[""这个{product_item:product_item}多少钱？""]","[""呢個{product_item}幾多錢呀？""]","[""product_item""]",shopping,price,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,这个手机多少钱？,呢個手機幾多錢呀？,Replaces expanded phrase frame 043; old rows=34.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-044,我可以试一下{tryable_item:tryable_item}吗？,我可唔可以試下{tryable_item}呀？,"[""我可以试一下{tryable_item:tryable_item}吗？""]","[""我可唔可以試下{tryable_item}呀？""]","[""tryable_item""]",shopping,try_item,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,我可以试一下耳机吗？,我可唔可以試下耳機呀？,Replaces expanded phrase frame 044; old rows=28.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-045,这个{product_item:product_item}可以退吗？,呢個{product_item}可唔可以退呀？,"[""这个{product_item:product_item}可以退吗？""]","[""呢個{product_item}可唔可以退呀？""]","[""product_item""]",shopping,return_policy,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,这个手机可以退吗？,呢個手機可唔可以退呀？,Replaces expanded phrase frame 045; old rows=34.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-046,这个{warranty_item:warranty_item}有保修吗？,呢個{warranty_item}有冇保養呀？,"[""这个{warranty_item:warranty_item}有保修吗？""]","[""呢個{warranty_item}有冇保養呀？""]","[""warranty_item""]",shopping,warranty,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,这个手机有保修吗？,呢個手機有冇保養呀？,Replaces expanded phrase frame 046; old rows=11.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-047,我想换一个{product_item:product_item}。,我想換一個{product_item}。,"[""我想换一个{product_item:product_item}。""]","[""我想換一個{product_item}。""]","[""product_item""]",shopping,exchange,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,我想换一个手机。,我想換一個手機。,Replaces expanded phrase frame 047; old rows=10.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-048,有没有{color:color}的{clothes:clothes}？,有冇{color}嘅{clothes}呀？,"[""有没有{color:color}的{clothes:clothes}？""]","[""有冇{color}嘅{clothes}呀？""]","[""color"",""clothes""]",shopping,color_choice,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,有没有黑色的上衣？,有冇黑色嘅上身衫呀？,Replaces expanded phrase frame 048; old rows=180.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-049,我要{size:size}的{clothes:clothes}。,我要{size}嘅{clothes}。,"[""我要{size:size}的{clothes:clothes}。""]","[""我要{size}嘅{clothes}。""]","[""size"",""clothes""]",shopping,size_choice,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,我要小号的上衣。,我要細碼嘅上身衫。,Replaces expanded phrase frame 049; old rows=150.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-050,这件{clothes:clothes}太大了。,呢件{clothes}太大喇。,"[""这件{clothes:clothes}太大了。""]","[""呢件{clothes}太大喇。""]","[""clothes""]",shopping,size_problem,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,这件上衣太大了。,呢件上身衫太大喇。,Replaces expanded phrase frame 050; old rows=25.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-051,这件{clothes:clothes}太小了。,呢件{clothes}太細喇。,"[""这件{clothes:clothes}太小了。""]","[""呢件{clothes}太細喇。""]","[""clothes""]",shopping,size_problem,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,这件上衣太小了。,呢件上身衫太細喇。,Replaces expanded phrase frame 051; old rows=25.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-052,有没有大一点的{clothes:clothes}？,有冇大啲嘅{clothes}呀？,"[""有没有大一点的{clothes:clothes}？""]","[""有冇大啲嘅{clothes}呀？""]","[""clothes""]",shopping,larger_size,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,有没有大一点的上衣？,有冇大啲嘅上身衫呀？,Replaces expanded phrase frame 052; old rows=25.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-053,有没有小一点的{clothes:clothes}？,有冇細啲嘅{clothes}呀？,"[""有没有小一点的{clothes:clothes}？""]","[""有冇細啲嘅{clothes}呀？""]","[""clothes""]",shopping,smaller_size,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,有没有小一点的上衣？,有冇細啲嘅上身衫呀？,Replaces expanded phrase frame 053; old rows=25.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-054,这个{product_item:product_item}能便宜一点吗？,呢個{product_item}可唔可以平啲呀？,"[""这个{product_item:product_item}能便宜一点吗？""]","[""呢個{product_item}可唔可以平啲呀？""]","[""product_item""]",shopping,bargain,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,这个手机能便宜一点吗？,呢個手機可唔可以平啲呀？,Replaces expanded phrase frame 054; old rows=34.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-055,我只要这个{product_item:product_item}。,我淨係要呢個{product_item}。,"[""我只要这个{product_item:product_item}。""]","[""我淨係要呢個{product_item}。""]","[""product_item""]",shopping,select_item,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,我只要这个手机。,我淨係要呢個手機。,Replaces expanded phrase frame 055; old rows=34.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-056,请把{product_item:product_item}装进袋子。,唔該將{product_item}放入袋。,"[""请把{product_item:product_item}装进袋子。""]","[""唔該將{product_item}放入袋。""]","[""product_item""]",shopping,packing,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,请把手机装进袋子。,唔該將手機放入袋。,Replaces expanded phrase frame 056; old rows=34.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-057,这个{product_item:product_item}可以刷卡吗？,買呢個{product_item}可唔可以碌卡呀？,"[""这个{product_item:product_item}可以刷卡吗？""]","[""買呢個{product_item}可唔可以碌卡呀？""]","[""product_item""]",shopping,payment,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,这个手机可以刷卡吗？,買呢個手機可唔可以碌卡呀？,Replaces expanded phrase frame 057; old rows=34.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-058,我想看看别的{product_item:product_item}。,我想睇下其他{product_item}。,"[""我想看看别的{product_item:product_item}。""]","[""我想睇下其他{product_item}。""]","[""product_item""]",shopping,browse_more,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,我想看看别的手机。,我想睇下其他手機。,Replaces expanded phrase frame 058; old rows=34.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-059,这个{brand_item:brand_item}是什么牌子？,呢個{brand_item}係咩牌子呀？,"[""这个{brand_item:brand_item}是什么牌子？""]","[""呢個{brand_item}係咩牌子呀？""]","[""brand_item""]",shopping,brand_question,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,这个手机是什么牌子？,呢個手機係咩牌子呀？,Replaces expanded phrase frame 059; old rows=15.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-060,这个{product_item:product_item}有别的颜色吗？,呢個{product_item}有冇其他顏色呀？,"[""这个{product_item:product_item}有别的颜色吗？""]","[""呢個{product_item}有冇其他顏色呀？""]","[""product_item""]",shopping,other_colors,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,这个手机有别的颜色吗？,呢個手機有冇其他顏色呀？,Replaces expanded phrase frame 060; old rows=34.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-061,我要去{place:place}。,我要去{place}。,"[""我要去{place:place}。""]","[""我要去{place}。""]","[""place""]",transport,destination,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",true,我要去机场。,我要去機場。,Replaces expanded phrase frame 061; old rows=8.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-062,怎么去{place:place}？,點去{place}呀？,"[""怎么去{place:place}？""]","[""點去{place}呀？""]","[""place""]",transport,directions,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,怎么去机场？,點去機場呀？,Replaces expanded phrase frame 062; old rows=33.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-063,从这里到{place:place}要多久？,由呢度去{place}要幾耐呀？,"[""从这里到{place:place}要多久？""]","[""由呢度去{place}要幾耐呀？""]","[""place""]",transport,duration,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,从这里到机场要多久？,由呢度去機場要幾耐呀？,Replaces expanded phrase frame 063; old rows=35.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-064,从这里到{place:place}多少钱？,由呢度去{place}要幾多錢呀？,"[""从这里到{place:place}多少钱？""]","[""由呢度去{place}要幾多錢呀？""]","[""place""]",transport,fare,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,从这里到机场多少钱？,由呢度去機場要幾多錢呀？,Replaces expanded phrase frame 064; old rows=35.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-065,这班车到{route_place:route_place}吗？,呢班車去唔去{route_place}呀？,"[""这班车到{route_place:route_place}吗？""]","[""呢班車去唔去{route_place}呀？""]","[""route_place""]",transport,route_question,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,这班车到机场吗？,呢班車去唔去機場呀？,Replaces expanded phrase frame 065; old rows=25.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-066,请在{route_place:route_place}停车。,唔該喺{route_place}停車。,"[""请在{route_place:route_place}停车。""]","[""唔該喺{route_place}停車。""]","[""route_place""]",transport,stop_request,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,请在机场停车。,唔該喺機場停車。,Replaces expanded phrase frame 066; old rows=25.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-067,到了{route_place:route_place}请告诉我。,到咗{route_place}唔該話我知。,"[""到了{route_place:route_place}请告诉我。""]","[""到咗{route_place}唔該話我知。""]","[""route_place""]",transport,arrival_alert,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,到了机场请告诉我。,到咗機場唔該話我知。,Replaces expanded phrase frame 067; old rows=25.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-068,去{route_place:route_place}应该在哪一站下车？,去{route_place}應該喺邊個站落車呀？,"[""去{route_place:route_place}应该在哪一站下车？""]","[""去{route_place}應該喺邊個站落車呀？""]","[""route_place""]",transport,stop_question,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,去机场应该在哪一站下车？,去機場應該喺邊個站落車呀？,Replaces expanded phrase frame 068; old rows=25.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-069,去{route_place:route_place}需要转车吗？,去{route_place}使唔使轉車呀？,"[""去{route_place:route_place}需要转车吗？""]","[""去{route_place}使唔使轉車呀？""]","[""route_place""]",transport,transfer_question,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,去机场需要转车吗？,去機場使唔使轉車呀？,Replaces expanded phrase frame 069; old rows=25.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-070,{time:time}还有车去{route_place:route_place}吗？,{time}仲有冇車去{route_place}呀？,"[""{time:time}还有车去{route_place:route_place}吗？""]","[""{time}仲有冇車去{route_place}呀？""]","[""time"",""route_place""]",transport,late_service,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,今天还有车去机场吗？,今日仲有冇車去機場呀？,Replaces expanded phrase frame 070; old rows=110.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-071,我想买去{ticket_place:ticket_place}的票。,我想買去{ticket_place}嘅飛。,"[""我想买去{ticket_place:ticket_place}的票。""]","[""我想買去{ticket_place}嘅飛。""]","[""ticket_place""]",transport,ticket,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,我想买去机场的票。,我想買去機場嘅飛。,Replaces expanded phrase frame 071; old rows=7.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-072,去{ticket_place:ticket_place}的车票多少钱？,去{ticket_place}嘅車飛幾多錢呀？,"[""去{ticket_place:ticket_place}的车票多少钱？""]","[""去{ticket_place}嘅車飛幾多錢呀？""]","[""ticket_place""]",transport,ticket_price,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,去机场的车票多少钱？,去機場嘅車飛幾多錢呀？,Replaces expanded phrase frame 072; old rows=7.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-073,下一班去{ticket_place:ticket_place}的车几点开？,下一班去{ticket_place}嘅車幾點開呀？,"[""下一班去{ticket_place:ticket_place}的车几点开？""]","[""下一班去{ticket_place}嘅車幾點開呀？""]","[""ticket_place""]",transport,departure_time,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,下一班去机场的车几点开？,下一班去機場嘅車幾點開呀？,Replaces expanded phrase frame 073; old rows=7.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-074,从{place:place}回来怎么走？,由{place}返嚟點行呀？,"[""从{place:place}回来怎么走？""]","[""由{place}返嚟點行呀？""]","[""place""]",transport,return_directions,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,从机场回来怎么走？,由機場返嚟點行呀？,Replaces expanded phrase frame 074; old rows=35.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-075,我在{place:place}迷路了。,我喺{place}蕩失路。,"[""我在{place:place}迷路了。""]","[""我喺{place}蕩失路。""]","[""place""]",transport,lost,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,我在机场迷路了。,我喺機場蕩失路。,Replaces expanded phrase frame 075; old rows=35.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-076,{place:place}离这里远吗？,{place}離呢度遠唔遠呀？,"[""{place:place}离这里远吗？""]","[""{place}離呢度遠唔遠呀？""]","[""place""]",transport,distance,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,机场离这里远吗？,機場離呢度遠唔遠呀？,Replaces expanded phrase frame 076; old rows=35.,generated_candidate,migrated_from_controlled_frame_v1.0
FTPL-077,可以送我到{route_place:route_place}吗？,可唔可以車我去{route_place}呀？,"[""可以送我到{route_place:route_place}吗？""]","[""可唔可以車我去{route_place}呀？""]","[""route_place""]",transport,ride_request,90,[],"{""slot_mode"":""typed_closed_list"",""subject_role"":""unspecified""}",false,可以送我到机场吗？,可唔可以車我去機場呀？,Replaces expanded phrase frame 077; old rows=25.,generated_candidate,migrated_from_controlled_frame_v1.0
